"COUNTRY","Country","BIRTH","Place of birth","HATLEV1D","Educational attainment","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,72.7,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,74.4,,
"LUX","Luxembourg","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.4,,
"LUX","Luxembourg","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,89,,
"LUX","Luxembourg","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,88,,
"LUX","Luxembourg","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,88.6,,
"LUX","Luxembourg","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.7,,
"MEX","Mexico","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,68.1,,
"MEX","Mexico","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,68.5,,
"MEX","Mexico","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,68.5,,
"MEX","Mexico","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,68.9,,
"MEX","Mexico","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,69.5,,
"MEX","Mexico","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,64.9,,
"MEX","Mexico","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,64.6,,
"MEX","Mexico","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,65.1,,
"MEX","Mexico","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,65.6,,
"MEX","Mexico","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,72.4,,
"MEX","Mexico","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,70.6,,
"MEX","Mexico","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,71,,
"MEX","Mexico","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,71.6,,
"MEX","Mexico","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,80.2,,
"MEX","Mexico","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,80,,
"MEX","Mexico","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,79.7,,
"MEX","Mexico","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,79.8,,
"NLD","Netherlands","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,79.8,,
"NLD","Netherlands","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,80.6,,
"NLD","Netherlands","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,81.6,,
"NLD","Netherlands","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,82.9,,
"NLD","Netherlands","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,83.7,,
"NLD","Netherlands","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,63.2,,
"NLD","Netherlands","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,63.4,,
"NLD","Netherlands","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,64,,
"NLD","Netherlands","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,66.2,,
"NLD","Netherlands","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,67,,
"NLD","Netherlands","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,80,,
"NLD","Netherlands","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,81.1,,
"NLD","Netherlands","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,82.1,,
"NLD","Netherlands","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,83.1,,
"NLD","Netherlands","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,83.6,,
"NLD","Netherlands","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,89.1,,
"NLD","Netherlands","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,89.6,,
"NLD","Netherlands","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,89.9,,
"NLD","Netherlands","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,90.6,,
"NLD","Netherlands","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,90.9,,
"NZL","New Zealand","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,81.1,,
"NZL","New Zealand","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,82.5,,
"NZL","New Zealand","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,66.8,,
"NZL","New Zealand","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,68.8,,
"NZL","New Zealand","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,81.8,,
"NZL","New Zealand","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,83.4,,
"NZL","New Zealand","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,89.3,,
"NZL","New Zealand","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,89.8,,
"NOR","Norway","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,82.2,,
"NOR","Norway","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,81.9,,
"NOR","Norway","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,81.5,,
"NOR","Norway","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,82.7,,
"NOR","Norway","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,83,,
"NOR","Norway","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,62.9,,
"NOR","Norway","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,61.1,,
"NOR","Norway","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,62.4,,
"NOR","Norway","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,62.7,,
"NOR","Norway","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,63.6,,
"NOR","Norway","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,81.6,,
"NOR","Norway","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,81.2,,
"NOR","Norway","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,80.5,,
"NOR","Norway","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,82.4,,
"NOR","Norway","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,81.8,,
"NOR","Norway","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,90.2,,
"NOR","Norway","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,90.3,,
"NOR","Norway","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,89.7,,
"NOR","Norway","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,90.1,,
"NOR","Norway","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,90.9,,
"POL","Poland","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,70.3,,
"POL","Poland","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,71.5,,
"POL","Poland","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,72.9,,
"POL","Poland","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,73.9,,
"POL","Poland","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,74.6,,
"POL","Poland","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,40.8,,
"POL","Poland","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,40.7,,
"POL","Poland","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,41.7,,
"POL","Poland","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,43.1,,
"POL","Poland","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,45.1,,
"POL","Poland","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,67.3,,
"POL","Poland","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,68.5,,
"POL","Poland","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,69.6,,
"POL","Poland","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,70.3,,
"POL","Poland","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,70.7,,
"POL","Poland","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.2,,
"POL","Poland","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,87.5,,
"POL","Poland","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,88.2,,
"POL","Poland","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,88.8,,
"POL","Poland","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,89,,
"PRT","Portugal","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,71.7,,
"PRT","Portugal","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,73.1,,
"PRT","Portugal","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,75.7,,
"PRT","Portugal","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,77.9,,
"PRT","Portugal","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,78.7,,
"PRT","Portugal","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,64.1,,
"PRT","Portugal","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,65.3,,
"PRT","Portugal","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,68.1,,
"PRT","Portugal","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,69.7,,
"PRT","Portugal","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,69.7,,
"PRT","Portugal","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,79.1,,
"PRT","Portugal","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,79.4,,
"PRT","Portugal","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,82.1,,
"PRT","Portugal","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,84.5,,
"PRT","Portugal","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,85.6,,
"PRT","Portugal","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,84.2,,
"PRT","Portugal","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,85.6,,
"PRT","Portugal","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.3,,
"PRT","Portugal","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,89.1,,
"PRT","Portugal","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,89.6,,
"SVK","Slovak Republic","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,71,,
"SVK","Slovak Republic","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,72.8,,
"SVK","Slovak Republic","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,73.8,,
"SVK","Slovak Republic","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75.1,,
"SVK","Slovak Republic","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.2,,
"SVK","Slovak Republic","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,34.2,,
"SVK","Slovak Republic","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,37.1,,
"SVK","Slovak Republic","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,38.8,,
"SVK","Slovak Republic","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,37.8,,
"SVK","Slovak Republic","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,37.5,,
"SVK","Slovak Republic","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,72.7,,
"SVK","Slovak Republic","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,74.3,,
"SVK","Slovak Republic","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,75.4,,
"SVK","Slovak Republic","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,76.9,,
"SVK","Slovak Republic","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,78.3,,
"SVK","Slovak Republic","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,80.3,,
"SVK","Slovak Republic","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,81.3,,
"SVK","Slovak Republic","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,82,,
"SVK","Slovak Republic","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,82.7,,
"SVK","Slovak Republic","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,83.9,,
"ESP","Spain","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,65.6,,
"ESP","Spain","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,67.4,,
"ESP","Spain","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,68.8,,
"ESP","Spain","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,70,,
"ESP","Spain","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,71.1,,
"ESP","Spain","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,50.8,,
"ESP","Spain","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,53.4,,
"ESP","Spain","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,55,,
"ESP","Spain","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,56.4,,
"ESP","Spain","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,57,,
"ESP","Spain","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,69.5,,
"ESP","Spain","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,70.5,,
"ESP","Spain","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,70.4,,
"ESP","Spain","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,71.4,,
"ESP","Spain","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,72.8,,
"ESP","Spain","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,79.9,,
"ESP","Spain","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,80.7,,
"ESP","Spain","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,81.9,,
"ESP","Spain","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,82.7,,
"ESP","Spain","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,83.1,,
"SWE","Sweden","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,87,,
"SWE","Sweden","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,87.5,,
"SWE","Sweden","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,88.1,,
"SWE","Sweden","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,89,,
"SWE","Sweden","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,88.7,,
"SWE","Sweden","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,71.2,,
"SWE","Sweden","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,70.7,,
"SWE","Sweden","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,72.1,,
"SWE","Sweden","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,73,,
"SWE","Sweden","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,72.6,,
"SWE","Sweden","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,86.6,,
"SWE","Sweden","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,87,,
"SWE","Sweden","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,87.6,,
"SWE","Sweden","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,88.4,,
"SWE","Sweden","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,87.6,,
"SWE","Sweden","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,92.4,,
"SWE","Sweden","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,92.9,,
"SWE","Sweden","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,92.8,,
"SWE","Sweden","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,93.3,,
"SWE","Sweden","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,93.3,,
"CHE","Switzerland","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,85.6,,
"CHE","Switzerland","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,85.9,,
"CHE","Switzerland","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,86.1,,
"CHE","Switzerland","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,86.2,,
"CHE","Switzerland","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,86.8,,
"CHE","Switzerland","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,66.4,,
"CHE","Switzerland","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,66.8,,
"CHE","Switzerland","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,67,,
"CHE","Switzerland","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,65.5,,
"CHE","Switzerland","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,65.7,,
"CHE","Switzerland","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,83.5,,
"CHE","Switzerland","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,83.4,,
"CHE","Switzerland","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,83.3,,
"CHE","Switzerland","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,83.1,,
"CHE","Switzerland","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,84,,
"CHE","Switzerland","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,91.3,,
"CHE","Switzerland","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,91.8,,
"CHE","Switzerland","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,91.9,,
"CHE","Switzerland","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,92,,
"CHE","Switzerland","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,92.3,,
"GBR","United Kingdom","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,78.5,,
"GBR","United Kingdom","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,79.1,,
"GBR","United Kingdom","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,79.8,,
"GBR","United Kingdom","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,80.2,,
"GBR","United Kingdom","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,80.8,,
"GBR","United Kingdom","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,62.3,,
"GBR","United Kingdom","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,65.2,,
"GBR","United Kingdom","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,67.2,,
"GBR","United Kingdom","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,67.7,,
"GBR","United Kingdom","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,67.3,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,79.3,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,80.1,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,80.7,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,81,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,81.4,,
"GBR","United Kingdom","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.2,,
"GBR","United Kingdom","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,86.8,,
"GBR","United Kingdom","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,86.4,,
"GBR","United Kingdom","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,87.1,,
"GBR","United Kingdom","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.6,,
"USA","United States","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,73.7,,
"USA","United States","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,74.3,,
"USA","United States","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,74.9,,
"USA","United States","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75.8,,
"USA","United States","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.3,,
"USA","United States","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,46.2,,
"USA","United States","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,47.5,,
"USA","United States","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,47.4,,
"USA","United States","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,49,,
"USA","United States","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,49.5,,
"USA","United States","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,69.1,,
"USA","United States","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,69.7,,
"USA","United States","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,70.2,,
"USA","United States","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,70.7,,
"USA","United States","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,71.3,,
"USA","United States","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,82.3,,
"USA","United States","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,82.5,,
"USA","United States","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,83,,
"USA","United States","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,83.7,,
"USA","United States","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,83.9,,
"CHL","Chile","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,70,,
"CHL","Chile","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,70.6,,
"CHL","Chile","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,60.8,,
"CHL","Chile","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,61.2,,
"CHL","Chile","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.9,,
"CHL","Chile","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,74.1,,
"CHL","Chile","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,82.1,,
"CHL","Chile","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,82.2,,
"EST","Estonia","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,79.6,,
"EST","Estonia","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,79.2,,
"EST","Estonia","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,81.1,,
"EST","Estonia","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,81.7,,
"EST","Estonia","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,82.1,,
"EST","Estonia","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,58.8,,
"EST","Estonia","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,61.9,,
"EST","Estonia","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,65.5,,
"EST","Estonia","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,66.2,,
"EST","Estonia","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,62.3,,
"EST","Estonia","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,78.8,,
"EST","Estonia","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,77.8,,
"EST","Estonia","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,79.9,,
"EST","Estonia","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,81.5,,
"EST","Estonia","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,81.9,,
"EST","Estonia","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.4,,
"EST","Estonia","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,86.4,,
"EST","Estonia","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.1,,
"EST","Estonia","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,86.3,,
"EST","Estonia","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.5,,
"ISR","Israel","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,75,,
"ISR","Israel","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,75.1,,
"ISR","Israel","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,75.7,,
"ISR","Israel","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,76.3,,
"ISR","Israel","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.5,,
"ISR","Israel","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,43.5,,
"ISR","Israel","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,43,,
"ISR","Israel","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,44.6,,
"ISR","Israel","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,45.2,,
"ISR","Israel","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,45,,
"ISR","Israel","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,72.4,,
"ISR","Israel","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,71.4,,
"ISR","Israel","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,71.6,,
"ISR","Israel","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,72.1,,
"ISR","Israel","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,72,,
"ISR","Israel","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.5,,
"ISR","Israel","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,87.7,,
"ISR","Israel","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.8,,
"ISR","Israel","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,88.5,,
